2132	0	a	 fortpolk. a military base
7906	0	a	 wat
5667	0	a	 oi oi oi lmfao ok i will just done yours dam took half a day to do lol immbe hitting you up soonish k mwahs
3781	0	a	 YESSSSSS. i love to dance :]
9422	0	a	 well you were pretty pink.
12664	0	a	 younger. I don't like getting Older
5157	0	a	 lol see below
7484	0	a	 ohhh hah  then y do u sigh?
9070	1	a	 Louise?
6379	0	a	 lmao that'll happen cause i drink right???? lmao
5148	0	a	 no i live on my own *ehm but at there house today using ther net while they at work :P nets still being gat but as of 8pm tonight itll be algood ill hopefully be back lol
12026	0	a	 I will ( just for you )
12229	0	a	 I have done my share of drugs and am done with it I have enough problems with beer
5064	0	a	 both but my dad i think the most
12314	0	a	 pimp  and I am living it
5859	0	a	 yay I bet u won't but insurance wat u wana no bout it lol private health insurance get take out of ur nominated account if u want it like that u choose what kinda cover u want or u can go on the medicare plan or u can have both I don't know the difference except medicare is free
5793	0	a	 i know you love me alot you tell me everydau you leave me cute offlines for when i wake up in the morning =) u2665
11639	0	a	 ha ha ha ha ha ha I sure did
5306	0	a	 i dont know what they are
3255	0	a	 hiiii im tabiiii
7392	1	a	 Falsee! :L
273	1	a	 SICKO
9909	0	a	 Can I call &quot;999&quot; and say &quot;GET YOUR ARSE UP HERE AND FROST US OFF!!! Thanks...&quot;
10593	0	a	 ;)
11242	0	a	 sweet dreams
10834	0	a	 no I have no fear other than Death
2522	0	a	 Thats funny. Nothing yet. But im hungry now that you mention it :]
377	1	a	 I'm not
9094	0	a	 Good evening :) Orrr  wait 8 minutes. Then its good morning again :D
1414	0	a	 No
12018	0	a	 sure It's not any worse for you than Booze
12505	0	a	 when I was in Jail
7425	0	a	 Ummm.... Connor Used To Be  Noww  I Dunno. Maybee Shanee Or Perryy.
4732	0	a	 imy and thank you  god bless you :)
7717	0	a	 I love you more <3
11628	0	a	 cum  >> my GF Face >> masterbate >> trade >> anything
2776	0	a	 dnt worry iWill
5965	0	a	 yes what did you see today?
4804	0	a	 idk is it?
2244	0	a	 Success.
8326	0	a	 >.< simoa loves you
11333	0	a	 yep gone all the way too
7610	0	a	 can i just give you secks?
1802	0	a	 hahhahah yeah you!
1444	0	a	 Both! I love tea <3
5688	0	a	 i agree hmmmmm
6882	0	a	 i have a few to many to namer r http://www.youtube.com/watch?v=d2rSOaz0X9Qr r this is all that comes to mind right now =)
10692	0	a	 Gaga or Yelyah *-*
11999	1	a	 I bought one once in France  ( got arrested for that ) then in Spain and Brazil ( I got away with those )
12359	0	a	 nothing  my Mom had a stroke last night and is in the Hospital so I am very worried
6871	0	a	 the green mile i love it sad yes i cried
11450	0	a	 I am good Sweetie. Going Camping this weekend  so have been working long hours to have the Money and you ??
416	1	a	 she is the slut
6897	0	a	 well it a good thing i wana get married one day but its supposed to be shared with someone that you truely love and care about not just get married out of pitty like some i know of
11182	0	a	 yep
4191	0	a	 awww why thank yew but your realy fine hehe:)
10544	1	a	 yeah ;D
3582	0	a	 thankyou <3333
7371	0	a	 Huh?
9344	0	a	 I HATE cinnamon. So Mint :D
7496	0	a	 That's what she said. [:
4	0	a	 *RAWR*?
564	0	a	 haha yeeee im awesome(:
2371	0	a	 Hmmm i dont have one right off hand?
4415	0	a	 your welcome sweetie:) i just be busy:)
4712	0	a	 hhaha thanks who is this?
9157	0	a	 :( Well in good time little one  in good time :)
3429	0	a	 hhahahaha okay :) nice opinion.
5418	0	a	 no i dont
6959	0	a	 when my boii commented and the rest is history in the making =D
9622	0	a	 No clue :/
1121	0	a	 Shrug it off. :] haha no time to deal with petty bullshiz.
513	0	a	 I knowwww :)
6241	0	a	 Lets get freaky tonight
9458	0	a	 It means nothing? Why not? I dont even know the definition of shed talk  define :)
2418	0	a	 Gravity.....?
920	0	a	 used to don't anymore..
8129	0	a	 But of course. (:
3877	0	a	 i would look sexy and fuck shit up :D
8430	0	a	 omg  anything paramore or nevershoutnever :D
8795	0	a	 I don't think so. I think Im too immature at times.
9172	0	a	 Well  if he does or not  a mute child must use their hands A LOT more than people who can speak do  so he probably should wash his hands more yes. Go mum  GOOOOOO! Trip to the soap...
5389	0	a	 yes i do
8099	0	a	 O:!! <3
11332	0	a	 Thank you ! !  That means a Lot to me ! !
783	0	a	 Most of the time :]
8216	1	a	 That's hot?
11388	0	a	 I worked with a guy in Yellowstone Park that was a peeping tom. He was a freak and I didn't like him. Yea  girls can peep  but I call them Peeping Suzie's
2175	0	a	 Hmmm.. its a tie. I loved all the Bailey School Kids Series and Dr. Suess books. But the BFG. All time favorite childhood book.
9699	0	a	 Ummm  did I miss something? lol
8777	0	a	 Everyone from leicester is 'onit' for everyone. It clouds my judgement  so yes :) I ship you all with all all. How entertaining :P
11948	0	a	 LOL don't give her too much grieve we all do it some time
10276	0	a	 i'm single :P
10743	0	a	 who was the first? @justinbieber? haha ;D
3756	0	a	 yes.
8427	0	a	 BAHAHA omg yum  yes please.
10531	0	a	 i don't have one... it would the nautical star balack and grey in my back :P
4569	1	a	 awww your always gonna be my BESTFRIEND  i love you so much allykinpoonanners <3 without you i would of been dead by now  you helped me so much  your like my sister. i love you! <3 fuck shady tricks (:
9788	0	a	 Whichever I pick up first  which usually turns out to be the left :)
4289	0	a	 kool that wasup:) so wat is your name cutie:)
6034	0	a	 Smoothy =D
4920	1	a	 haha i love how you fake bitches call me a whore when i have had the same boyfriend for 2months and 11days but... then again you know my whole life!
7199	0	a	 =S are you telling me something my baby lady?? im coming to you right now
8893	0	a	 Awwwww  now you know how I feel when you are at school :P Soooo  I think  how about I quit my job  and you quit school? They we wouldn't be crazy and everyone stays sane. Poor and dumb  but at least we are sane and have each other ;) ha!
3721	0	a	 ummmm the begging of this year coz i had kayla in my class lol =] but there was nice ppl in my new now old class ha.
8972	0	a	 No  No and the time from when I finish work  yes :) So the first and the second kind of rolled in to one really. Im having trouble dealing with something and  you know what that is  but its REALLY dragging me down. I don't know how to deal with it  and its actually driving me beyond insane :( Looking forward to next week  because its hopefully when I can do some stuff for me :)
11226	0	a	 LOL I have always thought so
237	0	a	 ahahah ii loveeee yuuuu moreee(:
4507	0	a	 idk but i guess just try to look my best lol thank you cutie:)
5922	0	a	 hii :D:D
2150	0	a	 Stupidity.
11062	0	a	 Not anymore I am divorced  after being Married for 8 years I have had a GF for the last two weeks thou.
6297	0	a	 yeh but you said that the night before not last night =DD gald you did though =D
7959	0	a	 yezzir
782	0	a	 Definantly. I just haven't found anyone like me.
10423	0	a	 Hayley *-* u2665 *-*
4705	0	a	 hah...r jesss;)
10473	0	a	 :P
4879	0	a	 :))
7814	0	a	 then we can smoke on dakotahs lawn
7976	0	a	 da worksheet that she gave us  on the slashes and stuff
5289	0	a	 It is what it is if they do i dont mind if they dont i dont mind im chill
2191	0	a	 idk there are a ton of disease out there. but if your just wanting a random disease to look up and learn about. Look up INFERTILE SCHITZEPHRENIA. Its when a child or adolescent is very smart but go into stages and suck their thumbs and act as if they are two or three to  get attention. like an adhd child would run around crazily to get attention. its pretty bad.
7771	1	a	 just been hanging out with the friends [:
1554	0	a	 kkkk. hope you feel better!
4224	0	a	 ewww &amp; yup hehe well i idk i think it was jail food for me if that counts:)
9212	0	a	 You sit in the aisle and they just hop over you :) BESTTTTT view in the HOUSE! :D
11229	1	a	 LMAO
9798	0	a	 Jimmy Carr ;);)
9480	0	a	 What the hell is an 'obstetrician'? :S YOU AREN'T WEIRD!!! :) You are amazing! No weirdness is in amazing  so I let you go freeeeeee  free from your weirdness. Okay  yeah  I think im weird :/ lol
6044	0	a	 i would care cause im caring like that
11658	0	a	 how long have you lived at your house ??
3551	0	a	 oh yeahhh we already talked about this. :)
12055	1	a	 sure I am following you
8840	0	a	 No  and I can't say I have ever intended to..
8882	0	a	 Oh other people definitely! I like to help people out (partially because it distracts me from my own shit) :P
9538	0	a	 Ohhhh  well thats a faillll because I don't have a multiregional player :( I might watch it online or something  Thanks :D
7998	1	a	 you have a fan d00d. Can you sign my bewbs?
4915	1	a	 g   let me guess.... i dont really give a fuck what you think cuz you dont know me . and im only a bitch to you cuz i either have a problem with you or your just annoyingg!
9237	0	a	 You would  but you would never be able to leave it. So  its a bit like  the &quot;you can look  but don't touch rule&quot;....IT PLAIN SUCKS!
12425	0	a	 I would be a woman  so I would immediatly get laid. I have always wanted to know what that would be like
10926	0	a	 My Dog Hercules
6542	0	a	 if i tell you i have to kill you aww thank uu
5492	0	a	 hey lady just finished answering gabes question now heading over to yours to answer your ones :D:D
7631	0	a	 ahhh  bob sagget! i dont remember any1 complementing me on my shirt!
2254	0	a	 Currently. the 2010 camaro.r Its so beastttt :]
2416	0	a	 Because they feel they have noone else that will love them. but truly i dont understand why people do that?? its very confusing to me. There's only about a biazillion people in this world that you can meet and fall in love with...why end it for one individual. theres so much more out there!
1569	0	a	 huh?
10611	0	a	 you're right but who are you? xP
943	0	a	 Yes. And im sure there are tons that soo could.
11254	0	a	 no  but I have wreaked my car. twice. Long Story.
5588	0	a	 lmfao no i havent but aint it ment to be like corn beef you see i go for the real stuff not fake stuff like that :D:D
9588	0	a	 Hmmm  can I name cocktails? Rasbaretto (Rasberry liqueur  ameretto and vanilla ice cream) Barnamint Baileys (Baileys  mint liqueur  oreo cookies  vanilla ice-cream) June Bug (Midori  Malibu  sweet and sour  pineapple juice)
4885	1	a	 smd?
1946	0	a	 A boa knife by the bed. a in thick lead pipe under my end table and i guess anything thats around..my laptop cords to strangle or we have wood chisels that would take out an eye lol
5371	0	a	 big party please
2644	0	a	 6'0 <- lolz hmm im 5'1
4015	0	a	 no. that would suck.
11221	0	a	 sometimes. Do yours ??
5055	0	a	 hah... thaks and i did :)))
9557	0	a	 TWITTER FAILLLLLLLL :( Justin's fault :(
